X1,X2,X3,Y
5538.4164,5761.3248,7373.74752,7577.95032
5761.3248,7373.74752,7577.95032,7238.13192
7373.74752,7577.95032,7238.13192,6881.3226
7577.95032,7238.13192,6881.3226,6541.5042
7238.13192,6881.3226,6541.5042,5606.06832
6881.3226,6541.5042,5606.06832,5381.13348
6541.5042,5606.06832,5381.13348,5185.19232
5606.06832,5381.13348,5185.19232,4949.65764
5381.13348,5185.19232,4949.65764,4914.42876
5185.19232,4949.65764,4914.42876,4965.86916
4949.65764,4914.42876,4965.86916,5208.10668
4914.42876,4965.86916,5208.10668,6001.38
4965.86916,5208.10668,6001.38,6936.03648
5208.10668,6001.38,6936.03648,7070.7168
6001.38,6936.03648,7070.7168,6771.73896
6936.03648,7070.7168,6771.73896,6204.64752
7070.7168,6771.73896,6204.64752,6144.7896
6771.73896,6204.64752,6144.7896,6178.45968
6204.64752,6144.7896,6178.45968,6018.5268
6144.7896,6178.45968,6018.5268,5932.7928
6178.45968,6018.5268,5932.7928,5812.7652
6018.5268,5932.7928,5812.7652,6320.62224
5932.7928,5812.7652,6320.62224,7509.98664
5812.7652,6320.62224,7509.98664,7929.30384
6320.62224,7509.98664,7929.30384,8325.5508
7509.98664,7929.30384,8325.5508,8384.7852
7929.30384,8325.5508,8384.7852,7373.124
8325.5508,8384.7852,7373.124,6618.6648
8384.7852,7373.124,6618.6648,5900.99328
7373.124,6618.6648,5900.99328,5604.19776
6618.6648,5900.99328,5604.19776,5349.8016
5900.99328,5604.19776,5349.8016,6652.9584
5604.19776,5349.8016,6652.9584,5255.02656
5349.8016,6652.9584,5255.02656,5412.1536
6652.9584,5255.02656,5412.1536,5949.9396
5255.02656,5412.1536,5949.9396,7187.15916
5412.1536,5949.9396,7187.15916,7883.78688
5949.9396,7187.15916,7883.78688,7136.1864
7187.15916,7883.78688,7136.1864,6618.6648
7883.78688,7136.1864,6618.6648,6721.5456
7136.1864,6618.6648,6721.5456,6678.83448
6618.6648,6721.5456,6678.83448,6337.61316
6721.5456,6678.83448,6337.61316,6532.9308
6678.83448,6337.61316,6532.9308,6635.8116
6337.61316,6532.9308,6635.8116,6436.59696
6532.9308,6635.8116,6436.59696,5156.19864
6635.8116,6436.59696,5156.19864,8083.31328
6436.59696,5156.19864,8083.31328,8599.43196
5156.19864,8083.31328,8599.43196,8599.43196
8083.31328,8599.43196,8599.43196,8339.89176
8599.43196,8599.43196,8339.89176,7943.6448
8599.43196,8339.89176,7943.6448,7450.90812
8339.89176,7943.6448,7450.90812,6605.415
7943.6448,7450.90812,6605.415,5704.27272
7450.90812,6605.415,5704.27272,5544.33984
6605.415,5704.27272,5544.33984,5633.19144
5704.27272,5544.33984,5633.19144,5671.84968
5544.33984,5633.19144,5671.84968,5830.37964
5633.19144,5671.84968,5830.37964,6411.65616
5671.84968,5830.37964,6411.65616,7734.14208
5830.37964,6411.65616,7734.14208,5250.19428
6411.65616,7734.14208,5250.19428,6550.0776
7734.14208,5250.19428,6550.0776,6635.8116
5250.19428,6550.0776,6635.8116,6824.4264
6550.0776,6635.8116,6824.4264,6824.4264
6635.8116,6824.4264,6824.4264,6601.518
6824.4264,6824.4264,6601.518,5881.3524
6824.4264,6601.518,5881.3524,6567.2244
6601.518,5881.3524,6567.2244,6378.6096
5881.3524,6567.2244,6378.6096,6575.0184
6567.2244,6378.6096,6575.0184,7526.6658
6378.6096,6575.0184,7526.6658,7818.9408
6575.0184,7526.6658,7818.9408,8080.35156
7526.6658,7818.9408,8080.35156,7907.32476
7818.9408,8080.35156,7907.32476,7577.01504
8080.35156,7907.32476,7577.01504,7192.92672
7907.32476,7577.01504,7192.92672,6756.46272
7577.01504,7192.92672,6756.46272,6250.16448
7192.92672,6756.46272,6250.16448,5900.8374
6756.46272,6250.16448,5900.8374,5830.37964
6250.16448,5900.8374,5830.37964,5900.8374
5900.8374,5830.37964,5900.8374,5971.29516
5830.37964,5900.8374,5971.29516,6059.36736
5900.8374,5971.29516,6059.36736,7578.8856
5971.29516,6059.36736,7578.8856,7098.7752
6059.36736,7578.8856,7098.7752,5892.264
7578.8856,7098.7752,5892.264,6490.53144
7098.7752,5892.264,6490.53144,6456.5496
5892.264,6490.53144,6456.5496,5369.13072
6490.53144,6456.5496,5369.13072,5131.25784
6456.5496,5369.13072,5131.25784,5058.306
5369.13072,5131.25784,5058.306,5058.306
5131.25784,5058.306,5058.306,6354.60408
5058.306,5058.306,6354.60408,6966.2772
5058.306,6354.60408,6966.2772,7781.84136
6354.60408,6966.2772,7781.84136,8518.53024
6966.2772,7781.84136,8518.53024,8501.6952
7781.84136,8518.53024,8501.6952,8325.5508
8518.53024,8501.6952,8325.5508,7665.08724
8501.6952,8325.5508,7665.08724,7227.84384
8325.5508,7665.08724,7227.84384,6808.8384
7665.08724,7227.84384,6808.8384,6217.89732
7227.84384,6808.8384,6217.89732,5813.70048
6808.8384,6217.89732,5813.70048,5513.31972
6217.89732,5813.70048,5513.31972,5460.4764
5813.70048,5513.31972,5460.4764,5654.23524
5513.31972,5460.4764,5654.23524,6446.88504
5460.4764,5654.23524,6446.88504,7315.13664
5654.23524,6446.88504,7315.13664,7646.84928
6446.88504,7315.13664,7646.84928,6762.38616
7315.13664,7646.84928,6762.38616,6728.40432
7646.84928,6762.38616,6728.40432,6558.49512
6762.38616,6728.40432,6558.49512,5229.774
6728.40432,6558.49512,5229.774,5058.306
6558.49512,5229.774,5058.306,5125.80204
5229.774,5058.306,5125.80204,5104.2906
5058.306,5125.80204,5104.2906,4259.88864
5125.80204,5104.2906,4259.88864,3581.65476
5104.2906,4259.88864,3581.65476,4818.2508
4259.88864,3581.65476,4818.2508,3532.2408
3581.65476,4818.2508,3532.2408,8573.4
4818.2508,3532.2408,8573.4,8053.69608
3532.2408,8573.4,8053.69608,7664.6196
8573.4,8053.69608,7664.6196,6995.8944
8053.69608,7664.6196,6995.8944,6481.4904
7664.6196,6995.8944,6481.4904,6110.496
6995.8944,6481.4904,6110.496,5796.24192
6481.4904,6110.496,5796.24192,5516.90496
6110.496,5796.24192,5516.90496,5401.242
5796.24192,5516.90496,5401.242,5572.71
5516.90496,5401.242,5572.71,6344.316
5401.242,5572.71,6344.316,7525.26288
5572.71,6344.316,7525.26288,7323.2424
6344.316,7525.26288,7323.2424,8053.69608
7525.26288,7323.2424,8053.69608,8087.67792
7323.2424,8053.69608,8087.67792,5165.23968
8053.69608,8087.67792,5165.23968,5281.2144
8087.67792,5165.23968,5281.2144,5161.1868
5165.23968,5281.2144,5161.1868,5377.23648
5281.2144,5161.1868,5377.23648,5255.02656
5161.1868,5377.23648,5255.02656,5324.8608
5377.23648,5255.02656,5324.8608,7197.91488
5255.02656,5324.8608,7197.91488,8357.19444
5324.8608,7197.91488,8357.19444,8668.64268
7197.91488,8357.19444,8668.64268,8607.6936
8357.19444,8668.64268,8607.6936,8281.9044
8668.64268,8607.6936,8281.9044,7595.87652
8607.6936,8281.9044,7595.87652,7221.9204
8281.9044,7595.87652,7221.9204,6482.11392
7595.87652,7221.9204,6482.11392,5953.36896
7221.9204,6482.11392,5953.36896,5761.3248
6482.11392,5953.36896,5761.3248,5830.37964
5953.36896,5761.3248,5830.37964,5615.42112
5761.3248,5830.37964,5615.42112,5830.37964
5830.37964,5615.42112,5830.37964,6162.87168
5615.42112,5830.37964,6162.87168,7028.16156
5830.37964,6162.87168,7028.16156,7227.84384
6162.87168,7028.16156,7227.84384,6961.6008
7028.16156,7227.84384,6961.6008,6910.1604
7227.84384,6961.6008,6910.1604,8325.5508
6961.6008,6910.1604,8325.5508,6813.35892
6910.1604,8325.5508,6813.35892,8401.932
8325.5508,6813.35892,8401.932,8487.666
6813.35892,8401.932,8487.666,8487.666
8401.932,8487.666,8487.666,6550.0776
8487.666,8487.666,6550.0776,6473.54052
8487.666,6550.0776,6473.54052,6515.784
6550.0776,6473.54052,6515.784,8436.2256
6473.54052,6515.784,8436.2256,8547.52392
6515.784,8436.2256,8547.52392,7976.53548
8436.2256,8547.52392,7976.53548,8624.52864
8547.52392,7976.53548,8624.52864,7210.38528
7976.53548,8624.52864,7210.38528,6826.29696
8624.52864,7210.38528,6826.29696,6197.7888
7210.38528,6826.29696,6197.7888,5936.06628
6826.29696,6197.7888,5936.06628,5846.43528
6197.7888,5936.06628,5846.43528,6023.2032
5936.06628,5846.43528,6023.2032,5988.59784
5846.43528,6023.2032,5988.59784,6459.6672
6023.2032,5988.59784,6459.6672,7769.0592
5988.59784,6459.6672,7769.0592,7645.914
6459.6672,7769.0592,7645.914,7543.96848
7769.0592,7645.914,7543.96848,6745.39524
7645.914,7543.96848,6745.39524,6813.35892
7543.96848,6745.39524,6813.35892,5555.5632
6745.39524,6813.35892,5555.5632,5471.07624
6813.35892,5555.5632,5471.07624,5384.0952
5555.5632,5471.07624,5384.0952,5571.46296
5471.07624,5384.0952,5571.46296,5190.804
5384.0952,5571.46296,5190.804,6995.8944
5571.46296,5190.804,6995.8944,7647.4728
5190.804,6995.8944,7647.4728,8196.1704
6995.8944,7647.4728,8196.1704,7943.6448
7647.4728,8196.1704,7943.6448,7908.72768
8196.1704,7943.6448,7908.72768,7594.4736
7943.6448,7908.72768,7594.4736,7646.84928
7908.72768,7594.4736,7646.84928,5988.9096
7594.4736,7646.84928,5988.9096,5636.6208
7646.84928,5988.9096,5636.6208,5390.01864
5988.9096,5636.6208,5390.01864,5231.48868
5636.6208,5390.01864,5231.48868,5460.4764
5390.01864,5231.48868,5460.4764,5566.16304
5231.48868,5460.4764,5566.16304,5727.18708
5460.4764,5566.16304,5727.18708,6332.78088
5566.16304,5727.18708,6332.78088,6498.6372
5727.18708,6332.78088,6498.6372,6841.5732
6332.78088,6498.6372,6841.5732,6772.986
6498.6372,6841.5732,6772.986,6481.4904
6841.5732,6772.986,6481.4904,6464.3436
6772.986,6481.4904,6464.3436,6252.65856
6481.4904,6464.3436,6252.65856,6218.67672
6464.3436,6252.65856,6218.67672,5997.79476
6252.65856,6218.67672,5997.79476,6048.76752
6218.67672,5997.79476,6048.76752,6048.76752
5997.79476,6048.76752,6048.76752,7574.2092
6048.76752,6048.76752,7574.2092,8049.79908
6048.76752,7574.2092,8049.79908,8208.32904
7574.2092,8049.79908,8208.32904,7996.95576
8049.79908,8208.32904,7996.95576,7627.05252
8208.32904,7996.95576,7627.05252,6781.5594
7996.95576,7627.05252,6781.5594,5830.37964
7627.05252,6781.5594,5830.37964,5597.6508
6781.5594,5830.37964,5597.6508,5491.02888
5830.37964,5597.6508,5491.02888,5366.63664
5597.6508,5491.02888,5366.63664,5548.5486
5491.02888,5366.63664,5548.5486,5795.15076
5366.63664,5548.5486,5795.15076,6430.05
5548.5486,5795.15076,6430.05,7407.4176
5795.15076,6430.05,7407.4176,7218.8028
6430.05,7407.4176,7218.8028,6550.0776
7407.4176,7218.8028,6550.0776,5264.0676
7218.8028,6550.0776,5264.0676,4504.30848
6550.0776,5264.0676,4504.30848,6094.908
5264.0676,4504.30848,6094.908,6148.6866
4504.30848,6094.908,6148.6866,5115.35808
6094.908,6148.6866,5115.35808,3613.92192
6148.6866,5115.35808,3613.92192,5516.90496
5115.35808,3613.92192,5516.90496,5289.94368
3613.92192,5516.90496,5289.94368,8461.01052
5516.90496,5289.94368,8461.01052,8744.868
5289.94368,8461.01052,8744.868,8754.37668
8461.01052,8744.868,8754.37668,7803.97632
8744.868,8754.37668,7803.97632,8153.14752
8754.37668,7803.97632,8153.14752,7070.7168
7803.97632,8153.14752,7070.7168,6127.95456
8153.14752,7070.7168,6127.95456,5377.23648
7070.7168,6127.95456,5377.23648,5255.02656
6127.95456,5377.23648,5255.02656,5377.23648
5377.23648,5255.02656,5377.23648,5412.1536
5255.02656,5377.23648,5412.1536,5464.52928
5377.23648,5412.1536,5464.52928,6127.95456
5412.1536,5464.52928,6127.95456,7454.80512
5464.52928,6127.95456,7454.80512,7051.2318
6127.95456,7454.80512,7051.2318,6313.14
7454.80512,7051.2318,6313.14,6481.4904
7051.2318,6313.14,6481.4904,5386.12164
6313.14,6481.4904,5386.12164,5332.6548
6481.4904,5386.12164,5332.6548,5212.6272
5386.12164,5332.6548,5212.6272,3466.14768
5332.6548,5212.6272,3466.14768,5182.2306
5212.6272,3466.14768,5182.2306,6835.02624
3466.14768,5182.2306,6835.02624,7733.2068
5182.2306,6835.02624,7733.2068,8841.66948
6835.02624,7733.2068,8841.66948,8807.06412
7733.2068,8841.66948,8807.06412,8484.86016
8841.66948,8807.06412,8484.86016,8135.68896
8807.06412,8484.86016,8135.68896,7158.0096
8484.86016,8135.68896,7158.0096,6337.45728
8135.68896,7158.0096,6337.45728,5883.53472
7158.0096,6337.45728,5883.53472,5569.28064
6337.45728,5883.53472,5569.28064,5481.98784
5883.53472,5569.28064,5481.98784,5691.49056
5569.28064,5481.98784,5691.49056,5918.45184
5481.98784,5691.49056,5918.45184,6581.87712
5691.49056,5918.45184,6581.87712,4451.9328
5918.45184,6581.87712,4451.9328,7509.98664
6581.87712,4451.9328,7509.98664,6851.86128
4451.9328,7509.98664,6851.86128,6801.35616
7509.98664,6851.86128,6801.35616,6847.34076
6851.86128,6801.35616,6847.34076,6830.34984
6801.35616,6847.34076,6830.34984,6694.42248
6847.34076,6830.34984,6694.42248,6252.65856
6830.34984,6694.42248,6252.65856,6286.6404
6694.42248,6252.65856,6286.6404,5199.22152
6252.65856,6286.6404,5199.22152,6414.15024
6286.6404,5199.22152,6414.15024,7441.7112
5199.22152,6414.15024,7441.7112,7070.7168
6414.15024,7441.7112,7070.7168,8131.32432
7441.7112,7070.7168,8131.32432,7922.601
7070.7168,8131.32432,7922.601,7492.99572
8131.32432,7922.601,7492.99572,7098.7752
7922.601,7492.99572,7098.7752,6263.57016
7492.99572,7098.7752,6263.57016,5761.3248
7098.7752,6263.57016,5761.3248,5778.78336
6263.57016,5761.3248,5778.78336,5601.39192
5761.3248,5778.78336,5601.39192,5478.09084
5778.78336,5601.39192,5478.09084,5272.48512
5601.39192,5478.09084,5272.48512,5394.69504
5478.09084,5272.48512,5394.69504,5831.15904
5272.48512,5394.69504,5831.15904,6796.368
5394.69504,5831.15904,6796.368,7187.15916
5831.15904,6796.368,7187.15916,6966.2772
6796.368,7187.15916,6966.2772,6721.5456
7187.15916,6966.2772,6721.5456,6490.53144
6966.2772,6721.5456,6490.53144,6601.518
6721.5456,6490.53144,6601.518,5486.976
6490.53144,6601.518,5486.976,6490.53144
6601.518,5486.976,6490.53144,5727.0312
5486.976,6490.53144,5727.0312,6490.53144
6490.53144,5727.0312,6490.53144,6439.55868
5727.0312,6490.53144,6439.55868,7508.42784
6490.53144,6439.55868,7508.42784,8198.66448
6439.55868,7508.42784,8198.66448,8189.62344
7508.42784,8198.66448,8189.62344,8230.464
8198.66448,8189.62344,8230.464,7870.3812
8189.62344,8230.464,7870.3812,7509.36312
8230.464,7870.3812,7509.36312,6523.11036
7870.3812,7509.36312,6523.11036,5953.36896
7509.36312,6523.11036,5953.36896,5671.84968
6523.11036,5953.36896,5671.84968,5548.5486
5953.36896,5671.84968,5548.5486,5671.84968
5671.84968,5548.5486,5671.84968,5848.6176
5548.5486,5671.84968,5848.6176,6459.6672
5671.84968,5848.6176,6459.6672,6826.29696
5848.6176,6459.6672,6826.29696,6878.67264
6459.6672,6826.29696,6878.67264,6581.87712
6826.29696,6878.67264,6581.87712,5657.97636
6878.67264,6581.87712,5657.97636,6507.52236
6581.87712,5657.97636,6507.52236,6354.60408
5657.97636,6507.52236,6354.60408,6388.58592
6507.52236,6354.60408,6388.58592,6014.78568
6354.60408,6388.58592,6014.78568,6116.7312
6388.58592,6014.78568,6116.7312,6031.7766
6014.78568,6116.7312,6031.7766,6099.74028
6116.7312,6031.7766,6099.74028,7340.07744
6031.7766,6099.74028,7340.07744,7917.76872
6099.74028,7340.07744,7917.76872,8019.71424
7340.07744,7917.76872,8019.71424,7815.8232
7917.76872,8019.71424,7815.8232,6711.4134
8019.71424,7815.8232,6711.4134,6371.595
7815.8232,6711.4134,6371.595,6550.0776
6711.4134,6371.595,6550.0776,5984.2332
6371.595,6550.0776,5984.2332,5761.79244
6550.0776,5984.2332,5761.79244,5675.27904
5984.2332,5761.79244,5675.27904,5656.57344
5761.79244,5675.27904,5656.57344,5604.19776
5675.27904,5656.57344,5604.19776,5915.646
5656.57344,5604.19776,5915.646,7390.2708
5604.19776,5915.646,7390.2708,7071.96384
5915.646,7390.2708,7071.96384,6538.23072
7390.2708,7071.96384,6538.23072,6464.65536
7071.96384,6538.23072,6464.65536,6767.68608
6538.23072,6464.65536,6767.68608,5471.388
6464.65536,6767.68608,5471.388,5709.8844
6767.68608,5471.388,5709.8844,5536.8576
5471.388,5709.8844,5536.8576,5536.8576
5709.8844,5536.8576,5536.8576,5069.68524
5536.8576,5536.8576,5069.68524,4913.96112
5536.8576,5069.68524,4913.96112,7098.7752
5069.68524,4913.96112,7098.7752,8213.3172
4913.96112,7098.7752,8213.3172,8299.0512
7098.7752,8213.3172,8299.0512,8058.996
8213.3172,8299.0512,8058.996,7716.06
8299.0512,8058.996,7716.06,6652.9584
8058.996,7716.06,6652.9584,6207.1416
7716.06,6652.9584,6207.1416,5847.99408
6652.9584,6207.1416,5847.99408,5425.24752
6207.1416,5847.99408,5425.24752,5337.17532
5847.99408,5425.24752,5337.17532,5390.01864
5425.24752,5337.17532,5390.01864,5583.77748
5337.17532,5390.01864,5583.77748,6180.33024
5390.01864,5583.77748,6180.33024,6292.8756
5583.77748,6180.33024,6292.8756,6575.48604
6180.33024,6292.8756,6575.48604,6633.00576
6292.8756,6575.48604,6633.00576,6750.85104
6575.48604,6633.00576,6750.85104,6565.6656
6633.00576,6750.85104,6565.6656,6252.65856
6750.85104,6565.6656,6252.65856,6150.71304
6565.6656,6252.65856,6150.71304,6065.75844
6252.65856,6150.71304,6065.75844,6133.72212
6150.71304,6065.75844,6133.72212,6031.7766
6065.75844,6133.72212,6031.7766,5369.13072
6133.72212,6031.7766,5369.13072,7102.20456
6031.7766,5369.13072,7102.20456,7201.656
5369.13072,7102.20456,7201.656,7510.2984
7102.20456,7201.656,7510.2984,8054.4304
7201.656,7510.2984,8054.4304,5028.06528
7510.2984,8054.4304,5028.06528,6686.62848
8054.4304,5028.06528,6686.62848,6005.74464
5028.06528,6686.62848,6005.74464,5534.36352
6686.62848,6005.74464,5534.36352,5301.94644
6005.74464,5534.36352,5301.94644,5178.64536
5534.36352,5301.94644,5178.64536,5301.94644
5301.94644,5178.64536,5301.94644,5513.31972
5178.64536,5301.94644,5513.31972,5597.6508
5301.94644,5513.31972,5597.6508,6656.8554
5513.31972,5597.6508,6656.8554,6279.46992
5597.6508,6656.8554,6279.46992,6060.6144
6656.8554,6279.46992,6060.6144,6581.87712
6279.46992,6060.6144,6581.87712,6507.2106
6060.6144,6581.87712,6507.2106,6614.7678
6581.87712,6507.2106,6614.7678,6632.694
6507.2106,6614.7678,6632.694,6184.07136
6614.7678,6632.694,6184.07136,6075.57888
6632.694,6184.07136,6075.57888,5967.0864
6184.07136,6075.57888,5967.0864,6127.95456
6075.57888,5967.0864,6127.95456,7441.08768
5967.0864,6127.95456,7441.08768,8115.8922
6127.95456,7441.08768,8115.8922,7390.2708
7441.08768,8115.8922,7390.2708,6546.96
8115.8922,7390.2708,6546.96,6677.43156
7390.2708,6546.96,6677.43156,6422.56776
6546.96,6677.43156,6422.56776,5518.152
6677.43156,6422.56776,5518.152,5534.36352
6422.56776,5518.152,5534.36352,5220.10944
5518.152,5534.36352,5220.10944,4905.85536
5534.36352,5220.10944,4905.85536,4958.23104
5220.10944,4905.85536,4958.23104,5150.2752
4905.85536,4958.23104,5150.2752,5335.14888
4958.23104,5150.2752,5335.14888,6116.7312
5150.2752,5335.14888,6116.7312,5854.38516
5335.14888,6116.7312,5854.38516,6320.62224
6116.7312,5854.38516,6320.62224,6422.56776
5854.38516,6320.62224,6422.56776,5161.1868
6320.62224,6422.56776,5161.1868,5246.9208
6422.56776,5161.1868,5246.9208,6241.4352
5161.1868,5246.9208,6241.4352,5831.00316
5246.9208,6241.4352,5831.00316,5658.444
6241.4352,5831.00316,5658.444,5692.7376
5831.00316,5658.444,5692.7376,5812.7652
5658.444,5692.7376,5812.7652,6500.81952
5692.7376,5812.7652,6500.81952,7442.02296
5812.7652,6500.81952,7442.02296,7353.639
6500.81952,7442.02296,7353.639,6972.98004
7442.02296,7353.639,6972.98004,6540.41304
7353.639,6972.98004,6540.41304,5656.57344
6972.98004,6540.41304,5656.57344,5743.86624
6540.41304,5656.57344,5743.86624,4870.93824
5656.57344,5743.86624,4870.93824,4731.26976
5743.86624,4870.93824,4731.26976,4597.36884
4870.93824,4731.26976,4597.36884,4456.45332
4731.26976,4597.36884,4456.45332,4791.12768
4597.36884,4456.45332,4791.12768,5178.64536
4456.45332,4791.12768,5178.64536,5827.88556
4791.12768,5178.64536,5827.88556,5199.22152
5178.64536,5827.88556,5199.22152,6439.55868
5827.88556,5199.22152,6439.55868,6550.0776
5199.22152,6439.55868,6550.0776,6430.05
6439.55868,6550.0776,6430.05,6371.595
6550.0776,6430.05,6371.595,6235.66764
6430.05,6371.595,6235.66764,5847.0588
6371.595,6235.66764,5847.0588,5607.0036
6235.66764,5847.0588,5607.0036,5589.8568
5847.0588,5607.0036,5589.8568,5761.3248
5607.0036,5589.8568,5761.3248,7201.656
5589.8568,5761.3248,7201.656,7102.20456
5761.3248,7201.656,7102.20456,7287.39
7201.656,7102.20456,7287.39,7232.52024
7102.20456,7287.39,7232.52024,6567.2244
7287.39,7232.52024,6567.2244,5952.12192
7232.52024,6567.2244,5952.12192,5363.8308
6567.2244,5952.12192,5363.8308,5324.8608
5952.12192,5363.8308,5324.8608,4967.27208
5363.8308,5324.8608,4967.27208,4932.0432
5324.8608,4967.27208,4932.0432,4797.9864
4967.27208,4932.0432,4797.9864,5011.23024
4932.0432,4797.9864,5011.23024,5294.62008
4797.9864,5011.23024,5294.62008,5935.9104
5011.23024,5294.62008,5935.9104,6378.6096
5294.62008,5935.9104,6378.6096,6395.7564
5935.9104,6378.6096,6395.7564,5287.4496
6378.6096,6395.7564,5287.4496,5832.71784
6395.7564,5287.4496,5832.71784,5270.61456
5287.4496,5832.71784,5270.61456,5097.276
5832.71784,5270.61456,5097.276,7630.48188
5270.61456,5097.276,7630.48188,7153.17732
5097.276,7630.48188,7153.17732,6626.4588
7630.48188,7153.17732,6626.4588,7493.1516
7153.17732,6626.4588,7493.1516,7047.3348
6626.4588,7493.1516,7047.3348,6073.24068
7493.1516,7047.3348,6073.24068,5727.18708
7047.3348,6073.24068,5727.18708,5484.94956
6073.24068,5727.18708,5484.94956,5412.1536
5727.18708,5484.94956,5412.1536,5307.40224
5484.94956,5412.1536,5307.40224,5255.02656
5412.1536,5307.40224,5255.02656,5272.48512
5307.40224,5255.02656,5272.48512,5246.9208
5255.02656,5272.48512,5246.9208,5437.0944
5272.48512,5246.9208,5437.0944,5673.40848
5246.9208,5437.0944,5673.40848,5687.59356
5437.0944,5673.40848,5687.59356,5821.02684
5673.40848,5687.59356,5821.02684,5799.67128
5687.59356,5821.02684,5799.67128,5606.06832
5821.02684,5799.67128,5606.06832,5808.0888
5799.67128,5606.06832,5808.0888,5454.55296
5606.06832,5808.0888,5454.55296,5454.08532
5808.0888,5454.55296,5454.08532,5415.73884
5454.55296,5454.08532,5415.73884,5571.46296
5454.08532,5415.73884,5571.46296,6505.80768
5415.73884,5571.46296,6505.80768,6881.3226
5571.46296,6505.80768,6881.3226,7102.20456
6505.80768,6881.3226,7102.20456,7013.0412
6881.3226,7102.20456,7013.0412,6841.5732
7102.20456,7013.0412,6841.5732,6310.0224
7013.0412,6841.5732,6310.0224,5589.8568
6841.5732,6310.0224,5589.8568,5315.508
6310.0224,5589.8568,5315.508,5156.19864
5589.8568,5315.508,5156.19864,4923.31392
5315.508,5156.19864,4923.31392,5150.2752
5156.19864,4923.31392,5150.2752,5132.81664
4923.31392,5150.2752,5132.81664,5303.0376
5150.2752,5132.81664,5303.0376,6077.44944
5132.81664,5303.0376,6077.44944,5959.60416
5303.0376,6077.44944,5959.60416,6021.17676
6077.44944,5959.60416,6021.17676,5954.46012
5959.60416,6021.17676,5954.46012,5148.24876
6021.17676,5954.46012,5148.24876,5301.16704
5954.46012,5148.24876,5301.16704,5301.16704
5148.24876,5301.16704,5301.16704,4585.2102
5301.16704,5301.16704,4585.2102,4886.838
5301.16704,4585.2102,4886.838,4818.2508
4585.2102,4886.838,4818.2508,4886.838
4886.838,4818.2508,4886.838,7000.25904
4818.2508,4886.838,7000.25904,7204.15008
4886.838,7000.25904,7204.15008,7081.6284
7000.25904,7204.15008,7081.6284,7102.20456
7204.15008,7081.6284,7102.20456,7051.2318
7081.6284,7102.20456,7051.2318,5878.85832
7102.20456,7051.2318,5878.85832,5335.14888
7051.2318,5878.85832,5335.14888,5394.69504
5878.85832,5335.14888,5394.69504,5185.19232
5335.14888,5394.69504,5185.19232,4983.17184
5394.69504,5185.19232,4983.17184,4152.6432
5185.19232,4983.17184,4152.6432,4663.9296
4983.17184,4152.6432,4663.9296,4848.49152
4152.6432,4663.9296,4848.49152,5824.92384
4663.9296,4848.49152,5824.92384,6048.76752
4848.49152,5824.92384,6048.76752,6207.1416
5824.92384,6048.76752,6207.1416,5551.82208
6048.76752,6207.1416,5551.82208,5980.80384
6207.1416,5551.82208,5980.80384,5720.95188
5551.82208,5980.80384,5720.95188,5622.90336
5980.80384,5720.95188,5622.90336,5707.07856
5720.95188,5622.90336,5707.07856,5929.83108
5622.90336,5707.07856,5929.83108,5810.89464
5707.07856,5929.83108,5810.89464,6224.2884
